0,1,2,3
锦州-拉萨,19.6702,11.183800000000002,
长春-湖州,237.22500000000002,2418.5842000000002,
哈尔滨-常德,358.732,485.37100000000004,
哈尔滨-西宁,243.01400000000004,124.3358,
哈尔滨-拉萨,118.67820000000002,39.4718,
无锡-深圳,2352.0616,1100.6114,
连云港-阿克苏,44.998000000000005,16.8414,
潍坊-淮安,138.217,231.04180000000002,
潍坊-荆州,135.3882,217.0292,
潍坊-阿克苏,135.3882,28.1566,
烟台-无锡,437.67560000000003,1002.7166000000001,
烟台-芜湖,242.88260000000002,792.5276,
烟台-赣州,197.6218,489.1196,
烟台-荆州,110.06040000000002,188.8726,
烟台-南宁,330.444,927.3208000000001,
烟台-喀什,16.8414,14.0126,
青岛-荆州,149.53220000000002,512.7392,
济宁-安庆,398.0724,1302.3066000000001,
济宁-昆明,550.5648,352.8116,
临沂-鹰潭,163.5448,264.856,
临沂-大理州,101.4426,79.075,
义乌-连云港,4065.1392,194.2674,
义乌-扬州,3960.8678,355.1148,
义乌-烟台,6341.348800000001,146.83480000000003,
义乌-西宁,476.0962,28.1566,
义乌-乌鲁木齐,1701.4996,158.2814,
义乌-喀什,81.641,14.0126,
鹰潭-连云港,101.4426,213.9376,
鹰潭-淮安,64.7996,166.24220000000003,
